collection,request_name,method,path,raw_url
HPE Aruba Networking Central (Classic Central),Edit a Named MPSK Config,PUT,/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id?resetMPSK=false
HPE Aruba Networking Central (Classic Central),Delete a Named MPSK Config,DELETE,/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id
HPE Aruba Networking Central (Classic Central),Partially Edit a Named MPSK Config,PATCH,/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id?resetMPSK=false
HPE Aruba Networking Central (Classic Central),Read MPSK Usage Stats,GET,/cloudAuth/api/v2/usage/mpsk,{{base_url}}/cloudAuth/api/v2/usage/mpsk
HPE Aruba Networking Central (Classic Central),Add a named MPSK config,POST,/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK
HPE Aruba Networking Central (Classic Central),Delete a Named MPSK Config,DELETE,/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id
HPE Aruba Networking Central (Classic Central),Read MPSK Usage Stats,GET,/cloudAuth/api/v2/usage/mpsk,{{base_url}}/cloudAuth/api/v2/usage/mpsk
HPE Aruba Networking Central (Classic Central),Edit an MPSK network config,PUT,/cloudAuth/api/v2/mpsk/:mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id
HPE Aruba Networking Central (Classic Central),Read all configured MPSK networks.,GET,/cloudAuth/api/v2/mpsk,{{base_url}}/cloudAuth/api/v2/mpsk
HPE Aruba Networking Central (Classic Central),Read one MPSK network config.,GET,/cloudAuth/api/v2/mpsk/:mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id
HPE Aruba Networking Central (Classic Central),Read a named MPSK config,GET,/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id
HPE Aruba Networking Central (Classic Central),Delete an MPSK network configuration.,DELETE,/cloudAuth/api/v2/mpsk/:mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id
HPE Aruba Networking Central (Classic Central),Create an MPSK network config,POST,/cloudAuth/api/v2/mpsk,{{base_url}}/cloudAuth/api/v2/mpsk
HPE Aruba Networking Central (Classic Central),Partially Edit a Named MPSK Config,PATCH,/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id?resetMPSK=false
HPE Aruba Networking Central (Classic Central),Read all named MPSK,GET,/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK?name=<string>&role=<string>&status=enabled&cursor=<string>&limit=10&sort=-role
HPE Aruba Networking Central (Classic Central),Edit a Named MPSK Config,PUT,/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id,{{base_url}}/cloudAuth/api/v2/mpsk/:mpsk_id/namedMPSK/:named_mpsk_id?resetMPSK=false
HPE Aruba Networking Central (Classic Central),Upload file,POST,/cloudAuth/api/v2/upload/:upload_type,{{base_url}}/cloudAuth/api/v2/upload/:upload_type?ssid=<string>
HPE Aruba Networking Central (Classic Central),Read errors in last file upload,GET,/cloudAuth/api/v2/upload/:upload_type/errors,{{base_url}}/cloudAuth/api/v2/upload/:upload_type/errors?ssid=<string>
HPE Aruba Networking Central (Classic Central),Read upload status of last file upload,GET,/cloudAuth/api/v2/upload/:upload_type/status,{{base_url}}/cloudAuth/api/v2/upload/:upload_type/status?ssid=<string>
HPE Aruba Networking Central (Classic Central),Terminate Upload,PUT,/cloudAuth/api/v2/upload/:upload_type/terminate,{{base_url}}/cloudAuth/api/v2/upload/:upload_type/terminate?ssid=<string>
HPE Aruba Networking Central (Classic Central),Upload file,POST,/cloudauth/api/v3/bulk/:upload_type,{{base_url}}/cloudauth/api/v3/bulk/:upload_type?ssid=<string>
HPE Aruba Networking Central (Classic Central),Read errors in last file upload,GET,/cloudauth/api/v3/bulk/:upload_type/error,{{base_url}}/cloudauth/api/v3/bulk/:upload_type/error?ssid=<string>
HPE Aruba Networking Central (Classic Central),Read upload status of last file upload,GET,/cloudauth/api/v3/bulk/:upload_type/status,{{base_url}}/cloudauth/api/v3/bulk/:upload_type/status?ssid=<string>
HPE Aruba Networking Central (Classic Central),Terminate Upload,PUT,/cloudauth/api/v3/bulk/:upload_type/terminate,{{base_url}}/cloudauth/api/v3/bulk/:upload_type/terminate?ssid=<string>
HPE Aruba Networking Central (Classic Central),Terminate Upload,PUT,/cloudauth/api/v3/bulk/:upload_type/terminate,{{base_url}}/cloudauth/api/v3/bulk/:upload_type/terminate?ssid=<string>
HPE Aruba Networking Central (Classic Central),Read upload status of last file upload,GET,/cloudauth/api/v3/bulk/:upload_type/status,{{base_url}}/cloudauth/api/v3/bulk/:upload_type/status?ssid=<string>
HPE Aruba Networking Central (Classic Central),Read upload status of last file upload,GET,/cloudAuth/api/v2/upload/:upload_type/status,{{base_url}}/cloudAuth/api/v2/upload/:upload_type/status?ssid=<string>
HPE Aruba Networking Central (Classic Central),Upload file,POST,/cloudauth/api/v3/bulk/:upload_type,{{base_url}}/cloudauth/api/v3/bulk/:upload_type?ssid=<string>
HPE Aruba Networking Central (Classic Central),Upload file,POST,/cloudAuth/api/v2/upload/:upload_type,{{base_url}}/cloudAuth/api/v2/upload/:upload_type?ssid=<string>
HPE Aruba Networking Central (Classic Central),Read errors in last file upload,GET,/cloudAuth/api/v2/upload/:upload_type/errors,{{base_url}}/cloudAuth/api/v2/upload/:upload_type/errors?ssid=<string>
HPE Aruba Networking Central (Classic Central),Terminate Upload,PUT,/cloudAuth/api/v2/upload/:upload_type/terminate,{{base_url}}/cloudAuth/api/v2/upload/:upload_type/terminate?ssid=<string>
HPE Aruba Networking Central (Classic Central),Read errors in last file upload,GET,/cloudauth/api/v3/bulk/:upload_type/error,{{base_url}}/cloudauth/api/v3/bulk/:upload_type/error?ssid=<string>
HPE Aruba Networking Central (Classic Central),Fetch list of mac registrations.,GET,/cloudauth/api/v3/client/mac/registration,{{base_url}}/cloudauth/api/v3/client/mac/registration?limit=100&offset=0&cursor=<string>&mac_prefix=<string>&display_name_prefix=<string>&search=<string>&sort=+display_name
HPE Aruba Networking Central (Classic Central),Add mac registration.,POST,/cloudauth/api/v3/client/mac/registration,{{base_url}}/cloudauth/api/v3/client/mac/registration
HPE Aruba Networking Central (Classic Central),Delete registered mac registration.,DELETE,/cloudauth/api/v3/client/mac/registration/:mac_address,{{base_url}}/cloudauth/api/v3/client/mac/registration/:mac_address
HPE Aruba Networking Central (Classic Central),Update registered client name.,PATCH,/cloudauth/api/v3/client/mac/registration/:mac_address,{{base_url}}/cloudauth/api/v3/client/mac/registration/:mac_address
HPE Aruba Networking Central (Classic Central),Fetch list of mac registrations.,GET,/cloudauth/api/v3/client/mac/registration,{{base_url}}/cloudauth/api/v3/client/mac/registration?limit=100&offset=0&cursor=<string>&mac_prefix=<string>&display_name_prefix=<string>&search=<string>&sort=+display_name
HPE Aruba Networking Central (Classic Central),Update registered client name.,PATCH,/cloudauth/api/v3/client/mac/registration/:mac_address,{{base_url}}/cloudauth/api/v3/client/mac/registration/:mac_address
HPE Aruba Networking Central (Classic Central),Delete registered mac registration.,DELETE,/cloudauth/api/v3/client/mac/registration/:mac_address,{{base_url}}/cloudauth/api/v3/client/mac/registration/:mac_address
HPE Aruba Networking Central (Classic Central),Add mac registration.,POST,/cloudauth/api/v3/client/mac/registration,{{base_url}}/cloudauth/api/v3/client/mac/registration
HPE Aruba Networking Central (Classic Central),Fetches certificate details of a user,GET,/cloudauth/api/v3/user/certificate,{{base_url}}/cloudauth/api/v3/user/certificate?iss=<string>&oid=<string>&sub=<string>
HPE Aruba Networking Central (Classic Central),Revoke a user's device certificate,POST,/cloudauth/api/v3/user/certificate/revocation,{{base_url}}/cloudauth/api/v3/user/certificate/revocation
HPE Aruba Networking Central (Classic Central),Revoke a user's device certificate,POST,/cloudauth/api/v3/user/certificate/revocation,{{base_url}}/cloudauth/api/v3/user/certificate/revocation
HPE Aruba Networking Central (Classic Central),Fetches certificate details of a user,GET,/cloudauth/api/v3/user/certificate,{{base_url}}/cloudauth/api/v3/user/certificate?iss=<string>&oid=<string>&sub=<string>
HPE Aruba Networking Central (Classic Central),Retrieve ble configured beacons,GET,/ble_cfg_beacons/:group_name,{{base_url}}/ble_cfg_beacons/:group_name?profile_id=<string>&ap_mac=<string>&iot_radio_mac=<string>&limit=50&offset=0
HPE Aruba Networking Central (Classic Central),Retrieve ble running beacons,GET,/ble_run_beacons/:group_name,{{base_url}}/ble_run_beacons/:group_name?profile_id=<string>&ap_mac=<string>&iot_radio_mac=<string>&limit=50&offset=0
HPE Aruba Networking Central (Classic Central),Retrieve ble beacon profiles,GET,/ble_beacon_profiles,{{base_url}}/ble_beacon_profiles?group_name=<string>&profile_id=<string>&limit=50&offset=0
HPE Aruba Networking Central (Classic Central),Config ble beacon profile,POST,/cfg_beacon_profiles/:group_name,{{base_url}}/cfg_beacon_profiles/:group_name?profile_name=<string>&config_method=auto_generate&adv_format=openlocate&radio_instance=internal&interval=<integer>&major_start=<integer>&major_end=<integer>&minor_start=<integer>&minor_end=<integer>&UUID=<string>&payload=<string>
HPE Aruba Networking Central (Classic Central),Edit ble beacon profile,POST,/edit_beacon_profiles/:group_name/:profile_id,{{base_url}}/edit_beacon_profiles/:group_name/:profile_id?adv_format=openlocate&interval=<integer>&major_start=<integer>&major_end=<integer>&minor_start=<integer>&minor_end=<integer>&UUID=<string>&payload=<string>
HPE Aruba Networking Central (Classic Central),Delete ble beacon profile,DELETE,/delete_beacon_profiles/:group_name/:profile_id,{{base_url}}/delete_beacon_profiles/:group_name/:profile_id
HPE Aruba Networking Central (Classic Central),Update one device beacon config,POST,/ble_beacon/:iot_radio_mac/:profile_id,{{base_url}}/ble_beacon/:iot_radio_mac/:profile_id
HPE Aruba Networking Central (Classic Central),Delete one device beacon config,DELETE,/ble_beacon/:iot_radio_mac/:profile_id,{{base_url}}/ble_beacon/:iot_radio_mac/:profile_id
HPE Aruba Networking Central (Classic Central),Delete one device beacon config,DELETE,/ble_beacon/:iot_radio_mac/:profile_id,{{base_url}}/ble_beacon/:iot_radio_mac/:profile_id
HPE Aruba Networking Central (Classic Central),Config ble beacon profile,POST,/cfg_beacon_profiles/:group_name,{{base_url}}/cfg_beacon_profiles/:group_name?profile_name=<string>&config_method=auto_generate&adv_format=openlocate&radio_instance=internal&interval=<integer>&major_start=<integer>&major_end=<integer>&minor_start=<integer>&minor_end=<integer>&UUID=<string>&payload=<string>
HPE Aruba Networking Central (Classic Central),Update one device beacon config,POST,/ble_beacon/:iot_radio_mac/:profile_id,{{base_url}}/ble_beacon/:iot_radio_mac/:profile_id
HPE Aruba Networking Central (Classic Central),Retrieve ble configured beacons,GET,/ble_cfg_beacons/:group_name,{{base_url}}/ble_cfg_beacons/:group_name?profile_id=<string>&ap_mac=<string>&iot_radio_mac=<string>&limit=50&offset=0
HPE Aruba Networking Central (Classic Central),Retrieve ble running beacons,GET,/ble_run_beacons/:group_name,{{base_url}}/ble_run_beacons/:group_name?profile_id=<string>&ap_mac=<string>&iot_radio_mac=<string>&limit=50&offset=0
HPE Aruba Networking Central (Classic Central),Delete ble beacon profile,DELETE,/delete_beacon_profiles/:group_name/:profile_id,{{base_url}}/delete_beacon_profiles/:group_name/:profile_id
HPE Aruba Networking Central (Classic Central),Edit ble beacon profile,POST,/edit_beacon_profiles/:group_name/:profile_id,{{base_url}}/edit_beacon_profiles/:group_name/:profile_id?adv_format=openlocate&interval=<integer>&major_start=<integer>&major_end=<integer>&minor_start=<integer>&minor_end=<integer>&UUID=<string>&payload=<string>
HPE Aruba Networking Central (Classic Central),Retrieve ble beacon profiles,GET,/ble_beacon_profiles,{{base_url}}/ble_beacon_profiles?group_name=<string>&profile_id=<string>&limit=50&offset=0
HPE Aruba Networking Central (Classic Central),Get the status of Client Match for a tenant,GET,/cm-enabled/v1/:tenant_id,{{base_url}}/cm-enabled/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Enable or disable Client Match for a particular tenant.,POST,/cm-enabled/v1/:tenant_id,{{base_url}}/cm-enabled/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Get the status of Client Match Load Balancer for a tenant,GET,/loadbal-enable/v1/:tenant_id,{{base_url}}/loadbal-enable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Enable or disable Client Match Load Balancer for a particular tenant.,POST,/loadbal-enable/v1/:tenant_id,{{base_url}}/loadbal-enable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Get the status of Client Match Band Steer to 6GHz for a tenant,GET,/bandsteer-6ghz-enable/v1/:tenant_id,{{base_url}}/bandsteer-6ghz-enable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Enable or disable Client Match Band Steer to 6GHz for a particular tenant.,POST,/bandsteer-6ghz-enable/v1/:tenant_id,{{base_url}}/bandsteer-6ghz-enable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Enable or disable Client Match Band Steer to 6GHz for a particular tenant.,POST,/bandsteer-6ghz-enable/v1/:tenant_id,{{base_url}}/bandsteer-6ghz-enable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Get the status of Client Match Band Steer to 6GHz for a tenant,GET,/bandsteer-6ghz-enable/v1/:tenant_id,{{base_url}}/bandsteer-6ghz-enable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Get the status of Client Match for a tenant,GET,/cm-enabled/v1/:tenant_id,{{base_url}}/cm-enabled/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Enable or disable Client Match Load Balancer for a particular tenant.,POST,/loadbal-enable/v1/:tenant_id,{{base_url}}/loadbal-enable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Get the status of Client Match Load Balancer for a tenant,GET,/loadbal-enable/v1/:tenant_id,{{base_url}}/loadbal-enable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Enable or disable Client Match for a particular tenant.,POST,/cm-enabled/v1/:tenant_id,{{base_url}}/cm-enabled/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Get all unsteerable entries for a tenant,GET,/unsteerable/v1/:tenant_id,{{base_url}}/unsteerable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Get the unsteerable state of a client,GET,/unsteerable/v1/:tenant_id/:client_mac,{{base_url}}/unsteerable/v1/:tenant_id/:client_mac
HPE Aruba Networking Central (Classic Central),Set the unsteerable state of a client,POST,/unsteerable/v1/:tenant_id/:client_mac,{{base_url}}/unsteerable/v1/:tenant_id/:client_mac
HPE Aruba Networking Central (Classic Central),Delete the unsteerable state of a client,DELETE,/unsteerable/v1/:tenant_id/:client_mac,{{base_url}}/unsteerable/v1/:tenant_id/:client_mac
HPE Aruba Networking Central (Classic Central),Get all unsteerable entries for a tenant,GET,/unsteerable/v1/:tenant_id,{{base_url}}/unsteerable/v1/:tenant_id
HPE Aruba Networking Central (Classic Central),Set the unsteerable state of a client,POST,/unsteerable/v1/:tenant_id/:client_mac,{{base_url}}/unsteerable/v1/:tenant_id/:client_mac
HPE Aruba Networking Central (Classic Central),Get the unsteerable state of a client,GET,/unsteerable/v1/:tenant_id/:client_mac,{{base_url}}/unsteerable/v1/:tenant_id/:client_mac
HPE Aruba Networking Central (Classic Central),Delete the unsteerable state of a client,DELETE,/unsteerable/v1/:tenant_id/:client_mac,{{base_url}}/unsteerable/v1/:tenant_id/:client_mac
HPE Aruba Networking Central (Classic Central),Update Custom cloud provider endpoint config,PUT,/cloud-connect/v1/node_list/:node_id/config/custom,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/custom
HPE Aruba Networking Central (Classic Central),Create Custom cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/custom,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/custom
HPE Aruba Networking Central (Classic Central),Delete Custom cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/custom,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/custom
HPE Aruba Networking Central (Classic Central),Update Zscaler cloud provider endpoint config,PUT,/cloud-connect/v1/node_list/:node_id/config/zscaler,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/zscaler
HPE Aruba Networking Central (Classic Central),Create Zscaler cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/zscaler,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/zscaler
HPE Aruba Networking Central (Classic Central),Delete Zscaler cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/zscaler,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/zscaler
HPE Aruba Networking Central (Classic Central),Update AWS cloud provider endpoint config,PUT,/cloud-connect/v1/node_list/:node_id/config/aws,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/aws
HPE Aruba Networking Central (Classic Central),Create AWS cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/aws,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/aws
HPE Aruba Networking Central (Classic Central),Delete AWS cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/aws,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/aws
HPE Aruba Networking Central (Classic Central),Update Azure cloud provider endpoint config,PUT,/cloud-connect/v1/node_list/:node_id/config/azure,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/azure
HPE Aruba Networking Central (Classic Central),Create Azure cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/azure,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/azure
HPE Aruba Networking Central (Classic Central),Delete Azure cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/azure,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/azure
HPE Aruba Networking Central (Classic Central),Update Prisma cloud provider endpoint config,PUT,/cloud-connect/v1/node_list/:node_id/config/prisma,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/prisma
HPE Aruba Networking Central (Classic Central),Create Prisma cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/prisma,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/prisma
HPE Aruba Networking Central (Classic Central),Delete Prisma cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/prisma,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/prisma
HPE Aruba Networking Central (Classic Central),Trigger cloud provider endpoint scan.,GET,/cloud-connect/topology-scan,{{base_url}}/cloud-connect/topology-scan
HPE Aruba Networking Central (Classic Central),Get all Cloud Provider endpoints.,GET,/cloud-connect/topology-eps,{{base_url}}/cloud-connect/topology-eps?group=<string>
HPE Aruba Networking Central (Classic Central),Get Zscaler node scan details.,GET,/cloud-connect/zscaler/node-scan,{{base_url}}/cloud-connect/zscaler/node-scan
HPE Aruba Networking Central (Classic Central),Get configured vlan list for each cloud connect endpoint.,GET,/cloud-connect/vlan-cfg,{{base_url}}/cloud-connect/vlan-cfg?group=<string>
HPE Aruba Networking Central (Classic Central),Get config summary for configured groups.,GET,/cloud-connect/config-summary,{{base_url}}/cloud-connect/config-summary?group=<string>
HPE Aruba Networking Central (Classic Central),Get the list of valid Tunnel Policy configurations,GET,/cloud-connect/v1/tunnel-policy-config-metadata,{{base_url}}/cloud-connect/v1/tunnel-policy-config-metadata
HPE Aruba Networking Central (Classic Central),Get the list of all Tunnel Policy Configurations,GET,/cloud-connect/v1/all-tunnel-policy-configs,{{base_url}}/cloud-connect/v1/all-tunnel-policy-configs
HPE Aruba Networking Central (Classic Central),Get the Tunnel Policy Configuration for policy_name,GET,/cloud-connect/v1/tunnel-policy-config/:policy_name,{{base_url}}/cloud-connect/v1/tunnel-policy-config/:policy_name
HPE Aruba Networking Central (Classic Central),Updates an existing Tunnel Policy with name as policy_name,PUT,/cloud-connect/v1/tunnel-policy-config/:policy_name,{{base_url}}/cloud-connect/v1/tunnel-policy-config/:policy_name
HPE Aruba Networking Central (Classic Central),Creates a new Tunnel Policy with name as policy_name,POST,/cloud-connect/v1/tunnel-policy-config/:policy_name,{{base_url}}/cloud-connect/v1/tunnel-policy-config/:policy_name
HPE Aruba Networking Central (Classic Central),Delete Tunnel Policy with name as policy_name,DELETE,/cloud-connect/v1/tunnel-policy-config/:policy_name,{{base_url}}/cloud-connect/v1/tunnel-policy-config/:policy_name
HPE Aruba Networking Central (Classic Central),Get the Custom Cloud Account Configuration for account_name,GET,/cloud-connect/v1/custom-account/:account_name,{{base_url}}/cloud-connect/v1/custom-account/:account_name
HPE Aruba Networking Central (Classic Central),Updates an existing Custom Cloud Account with name as account_name,PUT,/cloud-connect/v1/custom-account/:account_name,{{base_url}}/cloud-connect/v1/custom-account/:account_name
HPE Aruba Networking Central (Classic Central),Creates a new Custom Cloud Account with name as account_name,POST,/cloud-connect/v1/custom-account/:account_name,{{base_url}}/cloud-connect/v1/custom-account/:account_name
HPE Aruba Networking Central (Classic Central),Delete Custom Cloud Account with name as account_name,DELETE,/cloud-connect/v1/custom-account/:account_name,{{base_url}}/cloud-connect/v1/custom-account/:account_name
HPE Aruba Networking Central (Classic Central),Get the Prisma Account Configuration for account_name,GET,/cloud-connect/v1/prisma-account/:account_name,{{base_url}}/cloud-connect/v1/prisma-account/:account_name
HPE Aruba Networking Central (Classic Central),Updates an existing Prisma Cloud Account with name as account_name,PUT,/cloud-connect/v1/prisma-account/:account_name,{{base_url}}/cloud-connect/v1/prisma-account/:account_name
HPE Aruba Networking Central (Classic Central),Creates a new Prisma Cloud Account with name as account_name,POST,/cloud-connect/v1/prisma-account/:account_name,{{base_url}}/cloud-connect/v1/prisma-account/:account_name
HPE Aruba Networking Central (Classic Central),Delete Prisma Cloud Account with name as account_name,DELETE,/cloud-connect/v1/prisma-account/:account_name,{{base_url}}/cloud-connect/v1/prisma-account/:account_name
HPE Aruba Networking Central (Classic Central),Get the list of all Tunnel Policy Configurations,GET,/cloud-connect/v1/all-tunnel-policy-configs,{{base_url}}/cloud-connect/v1/all-tunnel-policy-configs
HPE Aruba Networking Central (Classic Central),Update Prisma cloud provider endpoint config,PUT,/cloud-connect/v1/node_list/:node_id/config/prisma,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/prisma
HPE Aruba Networking Central (Classic Central),Get configured vlan list for each cloud connect endpoint.,GET,/cloud-connect/vlan-cfg,{{base_url}}/cloud-connect/vlan-cfg?group=<string>
HPE Aruba Networking Central (Classic Central),Update Azure cloud provider endpoint config,PUT,/cloud-connect/v1/node_list/:node_id/config/azure,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/azure
HPE Aruba Networking Central (Classic Central),Get the Prisma Account Configuration for account_name,GET,/cloud-connect/v1/prisma-account/:account_name,{{base_url}}/cloud-connect/v1/prisma-account/:account_name
HPE Aruba Networking Central (Classic Central),Creates a new Custom Cloud Account with name as account_name,POST,/cloud-connect/v1/custom-account/:account_name,{{base_url}}/cloud-connect/v1/custom-account/:account_name
HPE Aruba Networking Central (Classic Central),Delete Azure cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/azure,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/azure
HPE Aruba Networking Central (Classic Central),Delete Custom cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/custom,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/custom
HPE Aruba Networking Central (Classic Central),Create AWS cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/aws,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/aws
HPE Aruba Networking Central (Classic Central),Creates a new Prisma Cloud Account with name as account_name,POST,/cloud-connect/v1/prisma-account/:account_name,{{base_url}}/cloud-connect/v1/prisma-account/:account_name
HPE Aruba Networking Central (Classic Central),Delete Prisma cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/prisma,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/prisma
HPE Aruba Networking Central (Classic Central),Get the Custom Cloud Account Configuration for account_name,GET,/cloud-connect/v1/custom-account/:account_name,{{base_url}}/cloud-connect/v1/custom-account/:account_name
HPE Aruba Networking Central (Classic Central),Create Azure cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/azure,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/azure
HPE Aruba Networking Central (Classic Central),Delete Tunnel Policy with name as policy_name,DELETE,/cloud-connect/v1/tunnel-policy-config/:policy_name,{{base_url}}/cloud-connect/v1/tunnel-policy-config/:policy_name
HPE Aruba Networking Central (Classic Central),Delete Prisma Cloud Account with name as account_name,DELETE,/cloud-connect/v1/prisma-account/:account_name,{{base_url}}/cloud-connect/v1/prisma-account/:account_name
HPE Aruba Networking Central (Classic Central),Delete AWS cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/aws,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/aws
HPE Aruba Networking Central (Classic Central),Create Custom cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/custom,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/custom
HPE Aruba Networking Central (Classic Central),Updates an existing Tunnel Policy with name as policy_name,PUT,/cloud-connect/v1/tunnel-policy-config/:policy_name,{{base_url}}/cloud-connect/v1/tunnel-policy-config/:policy_name
HPE Aruba Networking Central (Classic Central),Trigger cloud provider endpoint scan.,GET,/cloud-connect/topology-scan,{{base_url}}/cloud-connect/topology-scan
HPE Aruba Networking Central (Classic Central),Update AWS cloud provider endpoint config,PUT,/cloud-connect/v1/node_list/:node_id/config/aws,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/aws
HPE Aruba Networking Central (Classic Central),Updates an existing Custom Cloud Account with name as account_name,PUT,/cloud-connect/v1/custom-account/:account_name,{{base_url}}/cloud-connect/v1/custom-account/:account_name
HPE Aruba Networking Central (Classic Central),Creates a new Tunnel Policy with name as policy_name,POST,/cloud-connect/v1/tunnel-policy-config/:policy_name,{{base_url}}/cloud-connect/v1/tunnel-policy-config/:policy_name
HPE Aruba Networking Central (Classic Central),Get the Tunnel Policy Configuration for policy_name,GET,/cloud-connect/v1/tunnel-policy-config/:policy_name,{{base_url}}/cloud-connect/v1/tunnel-policy-config/:policy_name
HPE Aruba Networking Central (Classic Central),Create Prisma cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/prisma,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/prisma
HPE Aruba Networking Central (Classic Central),Create Zscaler cloud provider endpoint config,POST,/cloud-connect/v1/node_list/:node_id/config/zscaler,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/zscaler
HPE Aruba Networking Central (Classic Central),Delete Zscaler cloud provider endpoint config,DELETE,/cloud-connect/v1/node_list/:node_id/config/zscaler,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/zscaler
HPE Aruba Networking Central (Classic Central),Update Custom cloud provider endpoint config,PUT,/cloud-connect/v1/node_list/:node_id/config/custom,{{base_url}}/cloud-connect/v1/node_list/:node_id/config/custom
